Genotype	Deletions	Plant	LeafLength	Nod	PinkNod	GreenNod
Gm8.5	3gene2	16	NA	1.48	0	0
Gm8.5	3gene2	16	NA	0.696	0	0
Gm8.5	3gene2	16	NA	0.296	0	0
Gm8.5	3gene2	16	NA	1.859	0	0
Gm8.5	3gene2	16	NA	0.702	0	0
Gm8.5	3gene2	17	7.999	1.555	0.998	0.184
Gm8.5	3gene2	17	15.255	0.794	0.306	0.235
Gm8.5	3gene2	17	36.961	2.849	1.928	0.293
Gm8.5	3gene2	17	30.461	1.777	0.93	0
Gm8.5	3gene2	17	33.231	0.329	0	0
Gm8.5	3gene2	17	NA	0.542	0	0
Gm8.5	3gene2	18	20.281	0.207	1.727	0
Gm8.5	3gene2	18	26.213	1.965	1.368	0
Gm8.5	3gene2	18	15.154	1.668	0.431	0
Gm8.5	3gene2	18	30.807	0.439	2.157	0
Gm8.5	3gene2	18	39.417	0.856	1.454	0
Gm8.5	3gene2	18	44.085	2.341	0.471	0
Gm8.5	3gene2	18	54.363	1.952	0.259	0
Gm8.5	3gene2	18	NA	0.623	0.82	0
Gm8.5	3gene2	18	NA	0.503	0.716	0
Gm8.5	3gene2	18	NA	1.1	0	0
Gm8.5	3gene2	18	NA	1.136	0	0
Gm8.5	3gene2	18	NA	1.155	0	0
Gm8.5	3gene2	19	15.846	0.815	0.852	0.85
Gm8.5	3gene2	19	24.104	1.013	0.216	0.744
Gm8.5	3gene2	19	49.066	1.613	0.301	0.556
Gm8.5	3gene2	19	36.381	0.499	1.075	0.373
Gm8.5	3gene2	19	34.427	0.257	0.506	0.342
Gm8.5	3gene2	19	55.897	0.661	0.278	0.158
Gm8.5	3gene2	19	NA	1.454	0.821	0.189
Gm8.5	3gene2	19	NA	0.922	0.968	0.268
Gm8.5	3gene2	19	NA	0.723	0.333	0.157
Gm8.5	3gene2	19	NA	1.352	0.332	0.239
Gm8.5	3gene2	19	NA	0.239	0.509	0
Gm8.5	3gene2	19	NA	0.393	0	0
Gm8.5	3gene2	19	NA	1.152	0	0
Gm8.5	3gene2	19	NA	0.556	0	0
Gm8.5	3gene2	19	NA	0.572	0	0
Gm8.5	3gene2	19	NA	0.754	0	0
Gm8.5	3gene2	20	13.753	0.482	0.171	0.847
Gm8.5	3gene2	20	23.814	0.885	0.175	0.413
Gm8.5	3gene2	20	27.529	0.45	0.782	0.265
Gm8.5	3gene2	20	38.79	1.313	1.313	0.4
Gm8.5	3gene2	20	51.526	1.57	1.405	0.257
Gm8.5	3gene2	20	49.418	1.572	1.014	0.235
Gm8.5	3gene2	20	NA	1.558	1.047	0.433
Gm8.5	3gene2	20	NA	1.728	0.929	0
Gm8.5	3gene2	20	NA	2.37	1.008	0
Gm8.5	3gene2	20	NA	1.596	0.731	0
Gm8.5	3gene2	20	NA	1.243	0.197	0
Gm8.5	3gene2	20	NA	0.402	0.428	0
Gm8.5	3gene2	20	NA	0.573	0.409	0
Gm8.5	3gene2	20	NA	0.593	0	0
Gm8.5	3gene2	20	NA	0.893	0	0
Gm8.5	3gene2	20	NA	0.396	0	0
Gm8.5	3gene2	21	25.161	2.461	0.533	0.703
Gm8.5	3gene2	21	16.932	1.015	0.676	1.1
Gm8.5	3gene2	21	36.523	1.74	0.245	0.194
Gm8.5	3gene2	21	34.68	1.167	0.382	1.01
Gm8.5	3gene2	21	45.443	1.203	1.087	0
Gm8.5	3gene2	21	NA	2.259	0.982	0
Gm8.5	3gene2	21	NA	1.414	0	0
Gm8.5	3gene2	21	NA	0.317	0	0
Gm8.5	3gene2	21	NA	0.557	0	0
Gm8.5	3gene2	21	NA	1.305	0	0
Gm8.5	3gene2	22	14.655	1.919	0.471	0.496
Gm8.5	3gene2	22	21.256	1.331	0.444	1.349
Gm8.5	3gene2	22	28.427	1.137	0.858	0
Gm8.5	3gene2	22	34.66	0.875	0.565	0
Gm8.5	3gene2	22	NA	0.151	0	0
Gm8.5	3gene2	22	NA	0.066	0	0
Gm8.5	3gene2	22	NA	0.203	0	0
Gm8.5	3gene2	22	NA	0.236	0	0
Gm8.5	3gene2	23	19.571	0.488	0.461	0.468
Gm8.5	3gene2	23	10.711	0.756	0.479	0.68
Gm8.5	3gene2	23	34.836	1.496	0.391	0.932
Gm8.5	3gene2	23	26.372	1.037	0.689	0
Gm8.5	3gene2	23	40.787	0.797	1.117	0
Gm8.5	3gene2	23	NA	0.828	0.223	0
Gm8.5	3gene2	23	NA	1.307	1.127	0
Gm8.5	3gene2	23	NA	0.441	0.992	0
Gm8.5	3gene2	23	NA	1.318	0.683	0
Gm8.5	3gene2	23	NA	1.429	0.506	0
Gm8.5	3gene2	23	NA	0.983	0.559	0
Gm8.5	3gene2	23	NA	0.737	0	0
Gm8.5	3gene2	23	NA	0.857	0	0
Gm8.5	3gene2	24	11.603	0.559	0.365	0.486
Gm8.5	3gene2	24	21.25	0.634	0.557	0.469
Gm8.5	3gene2	24	12.268	0.487	0.286	0.771
Gm8.5	3gene2	24	20.269	0.748	0.426	0.231
Gm8.5	3gene2	24	23.184	0.168	0.109	0.112
Gm8.5	3gene2	24	24.412	0.868	0.573	0.322
Gm8.5	3gene2	24	26.594	0.714	0.307	0.374
Gm8.5	3gene2	24	32.118	0.78	0.623	0.231
Gm8.5	3gene2	24	NA	0.279	0.784	0.199
Gm8.5	3gene2	24	NA	0.854	0.744	0
Gm8.5	3gene2	24	NA	0.5	0.122	0
Gm8.5	3gene2	24	NA	0.785	0.421	0
Gm8.5	3gene2	24	NA	0.878	0.053	0
Gm8.5	3gene2	24	NA	0.924	0.32	0
Gm8.5	3gene2	24	NA	0.434	0.312	0
Gm8.5	3gene2	24	NA	0.703	0.508	0
Gm8.5	3gene2	24	NA	0.236	0.819	0
Gm8.5	3gene2	24	NA	0.563	1.368	0
Gm8.5	3gene2	24	NA	0.581	0.738	0
Gm8.5	3gene2	24	NA	0.708	0.867	0
Gm8.5	3gene2	24	NA	0.231	0.472	0
Gm8.5	3gene2	24	NA	0.931	0.496	0
Gm8.5	3gene2	24	NA	1.991	0.651	0
Gm8.5	3gene2	24	NA	1.35	0	0
Gm8.5	3gene2	24	NA	0.377	0	0
Gm8.5	3gene2	24	NA	1.087	0	0
Gm8.5	3gene2	24	NA	0.999	0	0
Gm8.5	3gene2	24	NA	0.351	0	0
Gm8.5	3gene2	24	NA	0.759	0	0
Gm8.5	3gene2	24	NA	0.834	0	0
Gm8.5	3gene2	25	13.113	0.624	0.171	0.619
Gm8.5	3gene2	25	21.752	1.201	1.793	0.773
Gm8.5	3gene2	25	26.44	2.22	1.825	0.16
Gm8.5	3gene2	25	43.576	2.265	0.566	0
Gm8.5	3gene2	25	52.559	0.804	0.267	0
Gm8.5	3gene2	25	53.127	0.497	0.818	0
Gm8.5	3gene2	25	NA	1.004	0.738	0
Gm8.5	3gene2	25	NA	1.078	0.695	0
Gm8.5	3gene2	25	NA	0.843	0.893	0
Gm8.5	3gene2	25	NA	1.303	1.934	0
Gm8.5	3gene2	25	NA	2.253	0.22	0
Gm8.5	3gene2	25	NA	0.606	0	0
Gm8.5	3gene2	26	17.789	0.637	0.524	0.585
Gm8.5	3gene2	26	25.459	0.406	0.083	0.354
Gm8.5	3gene2	26	41.312	0.658	0.212	0.129
Gm8.5	3gene2	26	46.156	1.408	0.6	0.108
Gm8.5	3gene2	26	48.627	1.314	0.087	0.437
Gm8.5	3gene2	26	48.627	0.664	0.341	1.001
Gm8.5	3gene2	26	NA	0.591	0.13	0.15
Gm8.5	3gene2	26	NA	0.868	0.423	0.245
Gm8.5	3gene2	26	NA	1.089	0.062	0.291
Gm8.5	3gene2	26	NA	0.277	0.162	0.697
Gm8.5	3gene2	26	NA	0.85	0.634	0.305
Gm8.5	3gene2	26	NA	0.432	0.34	0
Gm8.5	3gene2	26	NA	0.453	0.102	0
Gm8.5	3gene2	26	NA	0.519	0.087	0
Gm8.5	3gene2	26	NA	0.385	0.119	0
Gm8.5	3gene2	26	NA	0.32	0.819	0
Gm8.5	3gene2	26	NA	1.882	0.592	0
Gm8.5	3gene2	26	NA	1.519	0.188	0
Gm8.5	3gene2	26	NA	0.26	0.794	0
Gm8.5	3gene2	26	NA	1.343	0.803	0
Gm8.5	3gene2	26	NA	1.273	0.411	0
Gm8.5	3gene2	26	NA	0.725	0.032	0
Gm8.5	3gene2	26	NA	0.455	0.37	0
Gm8.5	3gene2	26	NA	0.491	0.212	0
Gm8.5	3gene2	26	NA	0.658	0	0
Gm8.5	3gene2	26	NA	0.31	0	0
Gm8.5	3gene2	27	10.146	1.144	0.934	0.769
Gm8.5	3gene2	27	21.948	1.236	0.267	0.145
Gm8.5	3gene2	27	35.619	2.432	2	0.543
Gm8.5	3gene2	27	44.833	1.917	1.089	0
Gm8.5	3gene2	27	33.158	2.814	2.182	0
Gm8.5	3gene2	27	52.09	1.564	1.187	0
Gm8.5	3gene2	27	NA	1.565	1.188	0
Gm8.5	3gene2	27	NA	1.094	0.805	0
Gm8.5	3gene2	28	10.775	0.616	0.634	0.487
Gm8.5	3gene2	28	19.844	0.333	0.135	0.235
Gm8.5	3gene2	28	34.902	1.672	0.191	1.067
Gm8.5	3gene2	28	31.897	0.33	0.652	0.196
Gm8.5	3gene2	28	40.904	0.281	0.472	0.287
Gm8.5	3gene2	28	NA	0.796	0.652	0.236
Gm8.5	3gene2	28	NA	0.896	0.649	0.175
Gm8.5	3gene2	28	NA	1.272	0.506	0.375
Gm8.5	3gene2	28	NA	1.189	1.071	0.584
Gm8.5	3gene2	28	NA	0.91	1.211	0
Gm8.5	3gene2	28	NA	1.671	0.367	0
Gm8.5	3gene2	28	NA	2.133	0.599	0
Gm8.5	3gene2	28	NA	0.623	0.558	0
Gm8.5	3gene2	28	NA	1.046	0	0
Gm8.5	3gene2	28	NA	0.825	0	0
Gm8.5	3gene2	29	8.955	1.623	0.207	1.361
Gm8.5	3gene2	29	19.671	2.131	0.878	1.073
Gm8.5	3gene2	29	25.916	0.239	0.106	0
Gm8.5	3gene2	29	33.198	0.758	0.405	0
Gm8.5	3gene2	29	39.677	0.975	0.464	0
Gm8.5	3gene2	29	NA	0.634	0.588	0
Gm8.5	3gene2	29	NA	0.902	0.999	0
Gm8.5	3gene2	29	NA	1.33	0.078	0
Gm8.5	3gene2	29	NA	0.6	0	0
Gm8.5	3gene2	30	14.389	0.468	0.226	0.354
Gm8.5	3gene2	30	25.072	0.5	1.021	0.415
Gm8.5	3gene2	30	24.538	1.395	0.94	0.209
Gm8.5	3gene2	30	38.989	1.309	0.136	0.288
Gm8.5	3gene2	30	44.354	1.661	0.193	0.552
Gm8.5	3gene2	30	NA	0.295	0.387	0.461
Gm8.5	3gene2	30	NA	0.448	1.273	0.179
Gm8.5	3gene2	30	NA	0.482	0.326	0
Gm8.5	3gene2	30	NA	0.633	0.869	0
Gm8.5	3gene2	30	NA	1.846	0.479	0
Gm8.5	3gene2	30	NA	0.218	0.192	0
Gm8.5	3gene2	30	NA	0.612	0.631	0
Gm8.5	3gene2	30	NA	1.082	0.501	0
Gm8.5	3gene2	30	NA	0.41	0.535	0
Gm8.5	3gene2	30	NA	1.003	0.108	0
Gm8.5	3gene2	30	NA	0.847	0.471	0
Gm8.5	3gene2	30	NA	0.868	0	0
Gm8.5	3gene2	30	NA	0.211	0	0
Gm8.5	3gene2	30	NA	0.294	0	0
Gm8.5	3gene2	30	NA	0.735	0	0
Gm8.5	3gene2	31	16.823	0.488	0.261	0.469
Gm8.5	3gene2	31	28.302	0.377	1.933	0.326
Gm8.5	3gene2	31	37.362	0.41	0.685	1.294
Gm8.5	3gene2	31	46.822	2.116	0.74	0.128
Gm8.5	3gene2	31	47.92	1.105	2.211	0.208
Gm8.5	3gene2	31	NA	0.851	0.547	0.694
Gm8.5	3gene2	31	NA	1.522	0.854	0.629
Gm8.5	3gene2	31	NA	2.562	0.593	0
Gm8.5	3gene2	31	NA	0.596	0.565	0
Gm8.5	3gene2	31	NA	1.184	0.617	0
Gm8.5	3gene2	31	NA	0.854	0.755	0
Gm8.5	3gene2	31	NA	0.608	0.274	0
Gm8.5	3gene2	31	NA	1.131	0.331	0
Gm8.5	3gene2	31	NA	1.692	0.793	0
Gm8.5	3gene2	31	NA	2.095	0.377	0
Gm8.5	3gene2	31	NA	0.513	0.017	0
Gm8.5	3gene2	31	NA	0.62	0.703	0
Gm8.5	3gene2	31	NA	1.173	0.558	0
Gm8.5	3gene2	31	NA	0.376	0.327	0
Gm8.5	3gene2	31	NA	0.541	0	0
Gm8.5	3gene2	31	NA	0.289	0	0
Gm8.5	3gene2	31	NA	0.882	0	0
Gm8.5	3gene2	31	NA	0.828	0	0
Gm8.5	3gene2	31	NA	0.412	0	0
Gm8.5	3gene2	31	NA	0.457	0	0
Gm8.5	3gene2	32	8.491	0.313	0.059	0.255
Gm8.5	3gene2	32	18.542	0.283	0.825	0.307
Gm8.5	3gene2	32	32.142	0.546	0.233	0.468
Gm8.5	3gene2	32	31.177	0.823	1.022	0.535
Gm8.5	3gene2	32	37.877	0.951	1.277	0.552
Gm8.5	3gene2	32	NA	0.362	0.377	0.382
Gm8.5	3gene2	32	NA	1.836	0.798	0
Gm8.5	3gene2	32	NA	1.852	0	0
Gm8.5	3gene2	32	NA	0.598	0	0
Gm8.5	3gene2	32	NA	0.942	0	0
Gm8.5	3gene2	33	6.331	0.496	0.153	0.32
Gm8.5	3gene2	33	23.478	0.676	0.863	0
Gm8.5	3gene2	33	29.774	1.544	0.722	0
Gm8.5	3gene2	33	30.246	1.19	0.139	0
Gm8.5	3gene2	33	NA	0.334	0.311	0
Gm8.5	3gene2	33	NA	0.536	0	0
Gm8.5	3gene2	34	9.381	0.869	0.828	1.536
Gm8.5	3gene2	34	16.725	0.533	0.26	0.602
Gm8.5	3gene2	34	25.121	1.127	0.611	0.191
Gm8.5	3gene2	34	36.198	0.721	0.072	0.543
Gm8.5	3gene2	34	36.032	1.427	0.796	0.181
Gm8.5	3gene2	34	44.743	1.34	0.654	0.152
Gm8.5	3gene2	34	44.88	0.465	0.484	0.11
Gm8.5	3gene2	34	NA	0.881	0.29	0
Gm8.5	3gene2	34	NA	1.631	0.845	0
Gm8.5	3gene2	34	NA	1.451	0.924	0
Gm8.5	3gene2	34	NA	1.778	1.402	0
Gm8.5	3gene2	34	NA	0.951	1.183	0
Gm8.5	3gene2	34	NA	0.219	0.424	0
Gm8.5	3gene2	34	NA	1.613	0	0
Gm8.5	3gene2	34	NA	0.554	0	0
Gm8.5	3gene2	35	6.309	0.391	0.222	0.581
Gm8.5	3gene2	35	15.189	0.976	0.649	0.345
Gm8.5	3gene2	35	24.655	0.787	0.385	1.037
Gm8.5	3gene2	35	25.591	1.529	0	0
Gm8.5	3gene2	36	18.606	0.367	0.325	0.361
Gm8.5	3gene2	36	31.247	0.561	0.137	0.978
Gm8.5	3gene2	36	40.38	1.309	0.03	0.388
Gm8.5	3gene2	36	44.233	1.468	0.904	1.03
Gm8.5	3gene2	36	NA	1.304	1.493	0
Gm8.5	3gene2	36	NA	0.895	0.784	0
Gm8.5	3gene2	36	NA	1.743	1.567	0
Gm8.5	3gene2	37	9.21	0.729	0.45	0.432
Gm8.5	3gene2	37	33.578	0.721	0.948	0.397
Gm8.5	3gene2	37	23.299	0.644	0.583	0
Gm8.5	3gene2	37	30.277	1.199	0.521	0
Gm8.5	3gene2	37	NA	0.738	0.802	0
Gm8.5	3gene2	37	NA	0.754	0.926	0
Gm8.5	3gene2	37	NA	1.192	0.989	0
Gm8.5	3gene2	37	NA	1.207	1.062	0
Gm8.5	3gene2	37	NA	1.102	0.244	0
Gm8.5	3gene2	37	NA	1.185	0	0
Gm8.5	3gene2	37	NA	0.179	0	0
Gm8.5	3gene2	37	NA	0.411	0	0
Gm8.5	3gene2	37	NA	0.125	0	0
Gm8.5	3gene2	37	NA	0.227	0	0
Gm8.5	3gene2	37	NA	0.211	0	0
Gm8.5	3gene2	38	8.365	0.209	0.43	1.379
Gm8.5	3gene2	38	16.253	1.381	0.6	0.107
Gm8.5	3gene2	38	27.353	0.733	0.856	1.038
Gm8.5	3gene2	38	40.102	0.68	0.291	0.46
Gm8.5	3gene2	38	40.959	1.616	0	0.858
Gm8.5	3gene2	38	47.431	1.113	0	0.837
Gm8.5	3gene2	38	47.431	0.242	0	0
Gm8.5	3gene2	38	NA	0.966	0	0
Gm8.5	3gene2	38	NA	0.506	0	0
Gm8.5	3gene2	39	16.338	1.491	0.772	0.529
Gm8.5	3gene2	39	26.746	1.495	0.835	0.627
Gm8.5	3gene2	39	39.575	1.541	0.699	0.542
Gm8.5	3gene2	39	41.463	1.818	0.614	1.102
Gm8.5	3gene2	39	52.048	1.108	0.931	1.2
Gm8.5	3gene2	39	49.833	2.013	0.558	0
Gm8.5	3gene2	39	NA	0.604	0.336	0
Gm8.5	3gene2	39	NA	0.64	0.421	0
Gm8.5	3gene2	39	NA	1.263	1.036	0
Gm8.5	3gene2	39	NA	1.929	1.783	0
Gm8.5	3gene2	39	NA	1.549	1.061	0
Gm8.5	3gene2	39	NA	1.506	1.353	0
Gm8.5	3gene2	39	NA	1.156	1.054	0
Gm8.5	3gene2	39	NA	0.348	0	0
Gm8.5	3gene2	40	12.163	1.617	0.521	0.842
Gm8.5	3gene2	40	27.882	0.434	1.417	1.106
Gm8.5	3gene2	40	21.287	2.805	0.231	0.341
Gm8.5	3gene2	40	44.447	0.369	0.179	1.012
Gm8.5	3gene2	40	52.802	1.273	1.787	0.202
Gm8.5	3gene2	40	54.306	0.796	1.795	0.451
Gm8.5	3gene2	40	32.69	2.052	0.789	0.413
Gm8.5	3gene2	40	NA	2.176	0.772	0.615
Gm8.5	3gene2	40	NA	1.045	0.869	0.615
Gm8.5	3gene2	40	NA	1.408	0.667	0
Gm8.5	3gene2	40	NA	0.546	0	0
Gm8.5	3gene2	40	NA	1.592	0	0
Gm8.5	3gene2	40	NA	1.036	0	0
Gm8.5	3gene2	41	13.3	1.277	0.288	0.655
Gm8.5	3gene2	41	26.023	2.535	1.398	0.644
Gm8.5	3gene2	41	25.177	1.062	1.295	0.889
Gm8.5	3gene2	41	35.22	0.57	1.301	0.249
Gm8.5	3gene2	41	52.461	1.643	1.168	0
Gm8.5	3gene2	41	54.23	1.607	1.461	0
Gm8.5	3gene2	41	48.112	1.362	0.33	0
Gm8.5	3gene2	41	NA	1.671	1.411	0
Gm8.5	3gene2	41	NA	0.757	1.666	0
Gm8.5	3gene2	41	NA	1.798	2.667	0
Gm8.5	3gene2	41	NA	1.873	1.237	0
Gm8.5	3gene2	41	NA	3.003	0	0
Gm8.5	3gene2	41	NA	1.462	0	0
Gm8.5	3gene2	41	NA	0.266	0	0
Gm8.5	3gene2	42	39.484	0.633	0.201	1.431
Gm8.5	3gene2	42	50.285	0.573	0.246	1.252
Gm8.5	3gene2	42	51.447	1.507	0.388	0.734
Gm8.5	3gene2	42	29.354	1.6	0.392	0.569
Gm8.5	3gene2	42	29.354	1.004	0.547	0.802
Gm8.5	3gene2	42	NA	0.746	0.448	0.273
Gm8.5	3gene2	42	NA	1.61	0.828	0.239
Gm8.5	3gene2	42	NA	0.7	0.132	0
Gm8.5	3gene2	42	NA	1.072	0.366	0
Gm8.5	3gene2	42	NA	0.324	0.384	0
Gm8.5	3gene2	42	NA	0.819	0.436	0
Gm8.5	3gene2	42	NA	0.55	0.073	0
Gm8.5	3gene2	42	NA	0.668	1.072	0
Gm8.5	3gene2	42	NA	0.294	0.106	0
Gm8.5	3gene2	42	NA	0.274	0.519	0
Gm8.5	3gene2	42	NA	0.761	0.686	0
Gm8.5	3gene2	42	NA	1	0.483	0
Gm8.5	3gene2	42	NA	0.653	0.416	0
Gm8.5	3gene2	42	NA	0.667	0.357	0
Gm8.5	3gene2	42	NA	0.611	0.662	0
Gm8.5	3gene2	42	NA	1.147	0.308	0
Gm8.5	3gene2	42	NA	0.406	0.745	0
Gm8.5	3gene2	42	NA	0.926	0.644	0
Gm8.5	3gene2	42	NA	0.735	0.28	0
Gm8.5	3gene2	42	NA	0.283	0	0
Gm8.5	3gene2	42	NA	0.395	0	0
Gm8.5	3gene2	43	30.107	0.925	0.489	0.803
Gm8.5	3gene2	43	19.473	0.27	0.48	0.171
Gm8.5	3gene2	43	38.866	0.798	0.773	0.229
Gm8.5	3gene2	43	42.259	1.165	0.495	0.408
Gm8.5	3gene2	43	45.142	1.249	0.576	0.38
Gm8.5	3gene2	43	NA	0.828	0.314	0.453
Gm8.5	3gene2	43	NA	1.279	0.57	0.158
Gm8.5	3gene2	43	NA	0.682	0.64	0.339
Gm8.5	3gene2	43	NA	0.44	0.525	0.194
Gm8.5	3gene2	43	NA	0.645	0.547	0.378
Gm8.5	3gene2	43	NA	0.642	0.262	0.148
Gm8.5	3gene2	43	NA	0.951	0.069	0.217
Gm8.5	3gene2	43	NA	0.461	0.094	0.506
Gm8.5	3gene2	43	NA	1.006	0.62	0.112
Gm8.5	3gene2	43	NA	0.523	0.38	0.179
Gm8.5	3gene2	43	NA	0.883	0.957	0.222
Gm8.5	3gene2	43	NA	0.689	0.435	0
Gm8.5	3gene2	43	NA	1.42	0.226	0
Gm8.5	3gene2	43	NA	0.906	0	0
Gm8.5	3gene2	43	NA	0.347	0	0
Gm8.5	3gene2	1	24.274	1.353	0.57	0.762
Gm8.5	3gene2	1	14.939	2.296	0.668	1.151
Gm8.5	3gene2	1	50.943	1.132	0.358	0
Gm8.5	3gene2	1	35.52	1.19	1.566	0
Gm8.5	3gene2	1	40.818	0.653	0.626	0
Gm8.5	3gene2	1	50.774	2.314	1.756	0
Gm8.5	3gene2	1	NA	0.354	0.566	0
Gm8.5	3gene2	1	NA	0.838	0.585	0
Gm8.5	3gene2	1	NA	2.498	0.375	0
Gm8.5	3gene2	1	NA	0.954	1.156	0
Gm8.5	3gene2	1	NA	1.237	0.169	0
Gm8.5	3gene2	1	NA	0.829	0.914	0
Gm8.5	3gene2	1	NA	1.929	0.6	0
Gm8.5	3gene2	1	NA	0.943	0.321	0
Gm8.5	3gene2	1	NA	0.704	0.568	0
Gm8.5	3gene2	1	NA	0.67	0.342	0
Gm8.5	3gene2	1	NA	0.364	0.088	0
Gm8.5	3gene2	1	NA	1.77	1.141	0
Gm8.5	3gene2	1	NA	0.38	0	0
Gm8.5	3gene2	2	11.698	1.243	1.012	0.692
Gm8.5	3gene2	2	30.998	0.477	0.005	0.933
Gm8.5	3gene2	2	24.527	0.693	0.224	0.973
Gm8.5	3gene2	2	31.72	0.726	0.015	0
Gm8.5	3gene2	2	62.467	1.049	0.051	0
Gm8.5	3gene2	2	51.279	0.99	0.663	0
Gm8.5	3gene2	2	60.148	0.937	0.007	0
Gm8.5	3gene2	2	NA	0.418	0.112	0
Gm8.5	3gene2	2	NA	0.836	0.605	0
Gm8.5	3gene2	2	NA	8.078	6.026	0
Gm8.5	3gene2	2	NA	2.748	1.619	0
Gm8.5	3gene2	2	NA	1.979	1.249	0
Gm8.5	3gene2	7	24.143	4.114	3.218	0.408
Gm8.5	3gene2	7	33.695	4.257	3.188	0
Gm8.5	3gene2	7	16.099	2.622	2.082	0
Gm8.5	3gene2	7	20.059	1.045	0.707	0
Gm8.5	3gene2	7	26.071	0.923	0.672	0
Gm8.5	3gene2	7	54.061	0.898	0.192	0
Gm8.5	3gene2	7	40.017	1.933	1.41	0
Gm8.5	3gene2	7	63.567	1.563	1.388	0
Gm8.5	3gene2	7	68.108	2.309	1.921	0
Gm8.5	3gene2	7	57.355	0.419	0.3	0
Gm8.5	3gene2	7	30.73	0.381	0.288	0
Gm8.5	3gene2	7	NA	0.441	0.31	0
Gm8.5	3gene2	7	NA	0.395	0.309	0
Gm8.5	3gene2	7	NA	0.642	0.219	0
Gm8.5	3gene2	7	NA	0.507	0.303	0
Gm8.5	3gene2	7	NA	2.043	1.695	0
Gm8.5	3gene2	7	NA	3.149	2.463	0
Gm8.5	3gene2	7	NA	0.474	0.289	0
Gm8.5	3gene2	7	NA	0.291	0.187	0
Gm8.5	3gene2	7	NA	3.222	2.174	0
Gm8.5	3gene2	7	NA	3.144	2.278	0
Gm8.5	3gene2	7	NA	3.445	2.623	0
Gm8.5	3gene2	7	NA	3.629	2.78	0
Gm8.5	3gene2	7	NA	2.851	2.232	0
Gm8.5	3gene2	7	NA	1.767	1.221	0
Gm8.5	3gene2	8	17.211	0.623	0.256	0.466
Gm8.5	3gene2	8	39.814	0.578	0.162	0.305
Gm8.5	3gene2	8	42.94	1.069	0.343	0.556
Gm8.5	3gene2	8	NA	0.926	0.237	0.345
Gm8.5	3gene2	8	NA	0.503	0.643	0.504
Gm8.5	3gene2	8	NA	0.56	0.728	0.948
Gm8.5	3gene2	8	NA	1.049	1.193	0
Gm8.5	3gene2	8	NA	1.332	0.819	0
Gm8.5	3gene2	8	NA	2.547	1.338	0
Gm8.5	3gene2	8	NA	1.161	0.386	0
Gm8.5	3gene2	8	NA	1.77	0.435	0
Gm8.5	3gene2	8	NA	0.33	0	0
Gm8.5	3gene2	8	NA	0.596	0	0
Gm8.5	3gene2	8	NA	0.742	0	0
Gm8.5	3gene2	9	11.058	0.629	0.45	0.495
Gm8.5	3gene2	9	30.72	0.815	0.286	0.593
Gm8.5	3gene2	9	25.187	0.399	0.204	0.425
Gm8.5	3gene2	9	25.559	0.505	0.549	0.291
Gm8.5	3gene2	9	49.176	0.715	5.714	0.398
Gm8.5	3gene2	9	37.252	0.418	0.341	0.78
Gm8.5	3gene2	9	68.497	0.363	0.292	0
Gm8.5	3gene2	9	59.729	1.038	0.207	0
Gm8.5	3gene2	9	66.146	0.484	0.389	0
Gm8.5	3gene2	9	NA	8.261	0.656	0
Gm8.5	3gene2	9	NA	0.756	0.949	0
Gm8.5	3gene2	9	NA	0.704	3.407	0
Gm8.5	3gene2	9	NA	0.521	3.326	0
Gm8.5	3gene2	9	NA	0.645	0	0
Gm8.5	3gene2	9	NA	1.043	0	0
Gm8.5	3gene2	9	NA	1.453	0	0
Gm8.5	3gene2	9	NA	4.495	0	0
Gm8.5	3gene2	9	NA	5.224	0	0
Gm8.5	3gene2	10	20.54	0.521	0.221	0.132
Gm8.5	3gene2	10	28.469	0.478	0.122	0.099
Gm8.5	3gene2	10	34.99	1.344	0.464	0.546
Gm8.5	3gene2	10	47.785	1.608	0.385	0.576
Gm8.5	3gene2	10	54.735	1.59	0.523	0.824
Gm8.5	3gene2	10	54.432	1.15	0.448	0.347
Gm8.5	3gene2	10	NA	0.58	0.379	0
Gm8.5	3gene2	10	NA	0.782	0.379	0
Gm8.5	3gene2	10	NA	0.328	0.608	0
Gm8.5	3gene2	10	NA	0.384	0.279	0
Gm8.5	3gene2	10	NA	2.224	0.092	0
Gm8.5	3gene2	10	NA	1.82	0.646	0
Gm8.5	3gene2	10	NA	0.917	1.802	0
Gm8.5	3gene2	10	NA	0.523	1.623	0
Gm8.5	3gene2	10	NA	1.03	0.577	0
Gm8.5	3gene2	10	NA	0.496	1.546	0
Gm8.5	3gene2	10	NA	0.314	1.487	0
Gm8.5	3gene2	10	NA	0.76	0.434	0
Gm8.5	3gene2	10	NA	1.6	1.202	0
Gm8.5	3gene2	10	NA	0.665	0.302	0
Gm8.5	3gene2	10	NA	0.94	0.762	0
Gm8.5	3gene2	10	NA	0.978	1.509	0
Gm8.5	3gene2	10	NA	2.101	1.082	0
Gm8.5	3gene2	10	NA	1.907	0.454	0
Gm8.5	3gene2	10	NA	1.806	0.59	0
Gm8.5	3gene2	10	NA	1.346	0	0
Gm8.5	3gene2	10	NA	0.498	0	0
Gm8.5	3gene2	10	NA	0.734	0	0
Gm8.5	3gene2	10	NA	0.86	0	0
Gm20.2	4gene	1	28.004	0.636	0	0
Gm20.2	4gene	1	12.029	0.46	0	0
Gm20.2	4gene	1	22.481	0.632	0	0
